year,country_produced_plastic,country
2017,48498.777,Guinea-Bissau
2018,50071.62,Guinea-Bissau
2019,51591.727,Guinea-Bissau
1990,75896.875,Guyana
1991,78808.586,Guyana
1992,83891.69,Guyana
1993,87465.44,Guyana
1994,96091.33,Guyana
1995,99871.94,Guyana
1996,107189.5,Guyana
1997,115246.24,Guyana
1998,120603.98,Guyana
1999,129806.0,Guyana
2000,136737.9,Guyana
2001,140184.86,Guyana
2002,149284.64,Guyana
2003,155620.53,Guyana
2004,165662.23,Guyana
2005,170500.5,Guyana
2006,181414.02,Guyana
2007,191728.03,Guyana
2008,182842.12,Guyana
2009,187668.69,Guyana
2010,203861.06,Guyana
2011,212269.55,Guyana
2012,220468.31,Guyana
2013,230072.34,Guyana
2014,234335.03,Guyana
2015,241182.81,Guyana
2016,245401.1,Guyana
2017,252538.1,Guyana
2018,260728.05,Guyana
2019,268643.4,Guyana
1990,156130.89,Haiti
1991,162120.72,Haiti
1992,172577.38,Haiti
1993,179929.1,Haiti
1994,197673.81,Haiti
1995,205451.08,Haiti
1996,220504.38,Haiti
1997,237078.25,Haiti
1998,248099.89,Haiti
1999,267029.78,Haiti
2000,281289.72,Haiti
2001,288380.62,Haiti
2002,307100.2,Haiti
2003,320134.03,Haiti
2004,340791.28,Haiti
2005,350744.28,Haiti
2006,373195.0,Haiti
2007,394412.4,Haiti
2008,376132.8,Haiti
2009,386061.75,Haiti
2010,419371.8,Haiti
2011,436669.28,Haiti
2012,453535.34,Haiti
2013,473292.22,Haiti
2014,482061.22,Haiti
2015,496148.1,Haiti
2016,504825.7,Haiti
2017,519507.53,Haiti
2018,536355.5,Haiti
2019,552638.5,Haiti
1990,268696.94,Honduras
1991,279005.25,Honduras
1992,297000.88,Honduras
1993,309653.0,Honduras
1994,340191.12,Honduras
1995,353575.62,Honduras
1996,379481.9,Honduras
1997,408005.1,Honduras
1998,426973.03,Honduras
1999,459550.88,Honduras
2000,484091.8,Honduras
2001,496295.03,Honduras
2002,528510.9,Honduras
2003,550941.75,Honduras
2004,586492.4,Honduras
2005,603621.2,Honduras
2006,642258.2,Honduras
2007,678772.8,Honduras
2008,647314.1,Honduras
2009,664401.56,Honduras
2010,721727.25,Honduras
2011,751495.75,Honduras
2012,780521.75,Honduras
2013,814522.8,Honduras
2014,829613.94,Honduras
2015,853857.06,Honduras
2016,868791.0,Honduras
2017,894058.0,Honduras
2018,923052.9,Honduras
2019,951075.5,Honduras
1990,485002.12,Hong Kong
1991,503608.8,Hong Kong
1992,536091.2,Hong Kong
1993,558928.44,Hong Kong
1994,614050.25,Hong Kong
1995,638209.44,Hong Kong
1996,684970.7,Hong Kong
1997,736455.5,Hong Kong
1998,770692.94,Hong Kong
1999,829496.44,Hong Kong
2000,873793.25,Hong Kong
2001,895820.25,Hong Kong
2002,953970.3,Hong Kong
2003,994458.44,Hong Kong
2004,1058627.8,Hong Kong
2005,1089545.5,Hong Kong
2006,1159286.0,Hong Kong
2007,1225195.4,Hong Kong
2008,1168412.0,Hong Kong
2009,1199255.1,Hong Kong
2010,1302728.9,Hong Kong
2011,1356461.5,Hong Kong
2012,1408853.9,Hong Kong
2013,1470226.2,Hong Kong
2014,1497466.0,Hong Kong
2015,1541225.2,Hong Kong
2016,1568181.1,Hong Kong
2017,1613788.6,Hong Kong
2018,1666124.8,Hong Kong
2019,1716706.0,Hong Kong
1990,15504.386,Iceland
1991,16099.198,Iceland
1992,17137.584,Iceland
1993,17867.639,Iceland
1994,19629.756,Iceland
1995,20402.068,Iceland
1996,21896.916,Iceland
1997,23542.766,Iceland
1998,24637.256,Iceland
1999,26517.066,Iceland
2000,27933.13,Iceland
2001,28637.283,Iceland
2002,30496.205,Iceland
2003,31790.516,Iceland
2004,33841.86,Iceland
2005,34830.23,Iceland
2006,37059.67,Iceland
2007,39166.64,Iceland
2008,37351.406,Iceland
2009,38337.387,Iceland
2010,41645.203,Iceland
2011,43362.91,Iceland
2012,45037.77,Iceland
2013,46999.703,Iceland
2014,47870.496,Iceland
2015,49269.375,Iceland
2016,50131.094,Iceland
2017,51589.06,Iceland
2018,53262.12,Iceland
2019,54879.086,Iceland
1990,2135574.8,India
1991,2217504.2,India
1992,2360531.8,India
1993,2461089.2,India
1994,2703803.2,India
1995,2810181.8,India
1996,3016082.0,India
1997,3242781.5,India
1998,3393536.5,India
1999,3652461.8,India
2000,3847510.8,India
2001,3944500.5,India
2002,4200548.5,India
2003,4378827.0,India
2004,4661379.5,India
2005,4797517.5,India
2006,5104600.5,India
2007,5394814.5,India
2008,5144784.5,India
2009,5280593.5,India
2010,5736212.0,India
2011,5972809.0,India
2012,6203504.5,India
2013,6473741.0,India
2014,6593684.0,India
2015,6786366.0,India
2016,6905059.0,India
2017,7105879.0,India
2018,7336327.0,India
2019,7559048.0,India
1990,2398243.5,Indonesia
1991,2490250.0,Indonesia
1992,2650869.2,Indonesia
1993,2763795.0,Indonesia
1994,3036362.0,Indonesia
1995,3155824.8,Indonesia
1996,3387050.2,Indonesia
1997,3641632.8,Indonesia
1998,3810930.2,Indonesia
1999,4101702.5,Indonesia
2000,4320741.5,Indonesia
2001,4429661.0,Indonesia
2002,4717202.0,Indonesia
2003,4917408.0,Indonesia
2004,5234713.5,Indonesia
2005,5387596.0,Indonesia
2006,5732449.5,Indonesia
2007,6058359.0,Indonesia
2008,5777575.5,Indonesia
2009,5930088.5,Indonesia
2010,6441747.0,Indonesia
2011,6707444.5,Indonesia
2012,6966514.5,Indonesia
2013,7269990.0,Indonesia
2014,7404685.5,Indonesia
2015,7621066.5,Indonesia
2016,7754358.0,Indonesia
2017,7979878.5,Indonesia
2018,8238670.5,Indonesia
2019,8488786.0,Indonesia
1990,1862840.2,Iran
1991,1934306.5,Iran
1992,2059067.8,Iran
1993,2146783.2,Iran
1994,2358500.2,Iran
1995,2451293.0,Iran
1996,2630897.8,Iran
1997,2828645.2,Iran
1998,2960147.5,Iran
1999,3186005.2,Iran
2000,3356144.5,Iran
2001,3440747.8,Iran
2002,3664096.0,Iran
2003,3819606.5,Iran
2004,4066073.8,Iran
2005,4184825.8,Iran
2006,4452691.0,Iran
2007,4705842.0,Iran
2008,4487743.0,Iran
2009,4606208.0,Iran
2010,5003639.5,Iran
2011,5210020.5,Iran
2012,5411254.0,Iran
2013,5646978.5,Iran
2014,5751603.5,Iran
2015,5919678.0,Iran
2016,6023213.0,Iran
2017,6198386.0,Iran
2018,6399403.5,Iran
2019,6593680.5,Iran
1990,549699.44,Iraq
1991,570788.2,Iraq
1992,607603.56,Iraq
1993,633487.25,Iraq
1994,695962.1,Iraq
1995,723344.0,Iraq
1996,776343.0,Iraq
1997,834695.7,Iraq
1998,873500.25,Iraq
1999,940147.9,Iraq
2000,990353.7,Iraq
2001,1015319.0,Iraq
2002,1081226.1,Iraq
2003,1127115.1,Iraq
2004,1199844.5,Iraq
2005,1234886.5,Iraq
2006,1313930.1,Iraq
2007,1388631.5,Iraq
2008,1324273.5,Iraq
2009,1359230.9,Iraq
2010,1476507.6,Iraq
2011,1537407.9,Iraq
2012,1596789.2,Iraq
2013,1666348.5,Iraq
2014,1697222.0,Iraq
2015,1746818.5,Iraq
2016,1777370.2,Iraq
2017,1829061.5,Iraq
2018,1888379.0,Iraq
2019,1945707.6,Iraq
1990,340182.03,Ireland
1991,353232.8,Ireland
1992,376016.06,Ireland
1993,392034.2,Ireland
1994,430696.8,Ireland
1995,447642.16,Ireland
1996,480440.66,Ireland
1997,516552.25,Ireland
1998,540566.5,Ireland
1999,581811.44,Ireland
2000,612881.4,Ireland
2001,628331.2,Ireland
2002,669117.8,Ireland
2003,697516.3,Ireland
2004,742524.94,Ireland
2005,764210.75,Ireland
2006,813126.94,Ireland
2007,859356.0,Ireland
2008,819527.94,Ireland
2009,841161.3,Ireland
2010,913738.2,Ireland
2011,951426.4,Ireland
2012,988174.56,Ireland
2013,1031221.4,Ireland
2014,1050327.5,Ireland
2015,1081020.4,Ireland
2016,1099927.2,Ireland
2017,1131916.5,Ireland
2018,1168625.2,Ireland
2019,1204103.1,Ireland
1990,392807.6,Israel
1991,407877.3,Israel
1992,434185.1,Israel
1993,452681.2,Israel
1994,497324.88,Israel
1995,516891.6,Israel
1996,554763.94,Israel
1997,596462.0,Israel
